Quadrilateral Vertex: [ x y z ] , Closest Triangle Face Vertices: [ x y z ]
[ 22.6143  54.0481 752.23  ] , [ 22.065201 54.2924 751.546021 ] [ 22.7705 54.3783 752.354004 ] [ 23.041 53.402 752.596985 ]
[-38.8891  69.9461 755.336 ] , [ -38.370899 71.287498 757.687012 ] [ -39.347099 72.194702 754.77002 ] [ -39.333 71.662804 756.44397 ]
[ 30.9889  70.8078 751.404 ] , [ 30.228701 70.7015 750.742981 ] [ 31.406401 70.653 752.406006 ] [ 32.244499 71.605301 750.575989 ]
[ 28.5384 -62.5231 753.705 ] , [ 28.632 -62.529999 753.85199 ] [ 28.1061 -62.7244 752.664001 ] [ 29.6486 -61.150501 753.429993 ]
[ 25.0496 -64.731  751.603 ] , [ 25.348499 -64.82 752.536011 ] [ 24.044901 -65.310898 751.169983 ] [ 25.9345 -63.9743 751.078979 ]
[-22.8644 -60.796  753.249 ] , [ -22.110001 -60.9739 752.609985 ] [ -22.577999 -61.322201 753.770996 ] [ -22.999901 -61.3689 753.11499 ]
[ 31.065  -57.9679 752.617 ] , [ 30.8901 -58.57 753.007996 ] [ 31.142799 -57.864498 752.229004 ] [ 31.379499 -57.665798 752.995972 ]
[ 32.426  -55.8967 750.118 ] , [ 33.293701 -56.129902 749.835999 ] [ 33.509399 -56.355801 751.0 ] [ 32.4198 -56.907902 749.960022 ]
[ 18.988  -28.7181 749.708 ] , [ 21.311199 -29.3722 749.301025 ] [ 21.0525 -26.799999 748.76001 ] [ 21.343901 -27.669901 750.148987 ]
[ 19.9007 -23.2163 750.304 ] , [ 21.4499 -24.803801 750.749023 ] [ 21.291 -25.1707 749.710022 ] [ 21.664499 -22.278299 749.929016 ]
[-13.4336 -32.9206 751.58  ] , [ -13.6268 -32.364399 750.525024 ] [ -13.3539 -33.391701 750.760986 ] [ -13.9357 -32.836399 752.059998 ]
[-13.2713 -30.897  753.168 ] , [ -13.6196 -30.728201 754.60199 ] [ -14.4763 -31.1131 753.109985 ] [ -13.8031 -32.255699 753.497009 ]
[-24.3227 -10.1713 750.995 ] , [ -24.119101 -9.36154 750.120972 ] [ -24.247601 -10.4223 751.237976 ] [ -24.344801 -8.86412 751.015991 ]
[-15.1727  34.1875 750.831 ] , [ -14.8738 34.622002 749.843018 ] [ -15.8763 33.8251 749.465027 ] [ -15.3702 34.400902 751.40802 ]
[  1.51044  37.3391  752.726  ] , [ 1.70613 38.802898 752.125977 ] [ 1.43808 37.098801 752.46698 ] [ 2.06026 37.880901 753.351013 ]
[  3.98729  39.7577  756.847  ] , [ 4.80326 41.803501 756.929993 ] [ 3.66946 40.092098 755.81897 ] [ 3.47606 39.1087 756.038025 ]
[  3.82925  43.2134  754.475  ] , [ 4.7771 43.516201 755.940002 ] [ 3.78076 43.997398 753.882019 ] [ 3.55121 41.971199 754.328979 ]
[ -7.12895  45.2477  750.333  ] , [ -7.59601 46.313499 751.619019 ] [ -6.66603 44.570202 750.588013 ] [ -7.91481 46.4813 749.510986 ]
[-20.0704  50.2211 751.231 ] , [ -20.594601 50.5313 751.422974 ] [ -19.559299 50.035 749.632996 ] [ -19.882 49.939602 751.61499 ]
[ 25.2363  56.7307 752.225 ] , [ 25.377001 56.523998 751.741028 ] [ 25.530199 56.975899 752.976013 ] [ 24.5439 56.160599 753.130981 ]
[-24.6198  55.2438 750.983 ] , [ -25.180401 54.713402 750.265015 ] [ -25.022699 54.637199 751.270996 ] [ -25.105101 55.449799 751.916992 ]
[ 14.801   57.2317 754.784 ] , [ 13.1627 56.2057 753.846985 ] [ 14.8511 57.1675 754.815002 ] [ 15.6559 58.645802 753.643982 ]
[ 30.3942  61.983  752.682 ] , [ 30.5954 61.862499 752.888 ] [ 30.0172 61.922501 752.098999 ] [ 31.133499 62.737301 751.875 ]
[ 22.4298  66.0859 752.062 ] , [ 23.943199 66.906502 752.963013 ] [ 22.1721 66.093498 751.901978 ] [ 22.4867 66.246002 753.01001 ]
[-39.9181  68.357  755.23  ] , [ -41.262402 67.674301 754.578979 ] [ -40.361801 67.345299 756.226013 ] [ -41.054501 68.396202 756.223999 ]
[ -7.63569 -64.4568  754.5    ] , [ -7.39331 -65.615799 752.901978 ] [ -6.47801 -65.121696 753.349976 ] [ -7.84725 -64.226402 754.86499 ]
[ -5.64612 -66.4382  751.665  ] , [ -6.1568 -66.6325 751.393005 ] [ -4.36033 -66.0886 751.830017 ] [ -5.00028 -65.789101 752.223999 ]
[-19.5535 -60.6725 750.362 ] , [ -19.6054 -61.038601 750.265015 ] [ -20.507401 -60.5 751.046021 ] [ -19.530001 -59.3983 749.213013 ]
[ -2.16273 -30.5004  753.763  ] , [ -2.41316 -29.7006 752.945007 ] [ -1.86865 -31.0263 753.827026 ] [ -2.78832 -30.2085 753.14502 ]
[ 33.9807 -17.6204 754.105 ] , [ 33.6399 -15.9577 752.265991 ] [ 35.118999 -17.2255 753.340027 ] [ 34.3685 -19.0667 752.11499 ]
[ 23.8941 -14.127  750.999 ] , [ 24.1119 -14.0223 750.645996 ] [ 24.9238 -11.551 751.317993 ] [ 23.8302 -14.7755 751.151001 ]
[ 2.36143e+01 -1.62448e-01  7.53372e+02] , [ 23.698999 -0.688664 752.499023 ] [ 22.9027 1.05424 753.752014 ] [ 23.851101 1.53107 754.909973 ]
[-14.6192  18.8166 748.617 ] , [ -14.7118 18.294901 747.65802 ] [ -14.1695 18.038099 748.765991 ] [ -15.2427 18.868401 748.773987 ]
[ 15.0479  21.2757 750.928 ] , [ 14.8154 20.191299 749.958008 ] [ 15.7487 21.682501 750.351013 ] [ 15.0835 21.2253 751.450989 ]
[ 16.262   25.0171 751.14  ] , [ 16.1082 24.6096 752.203979 ] [ 16.5404 24.490999 750.986023 ] [ 16.7279 26.277399 751.380981 ]
[ 16.1765  29.164  751.308 ] , [ 16.405899 29.2952 751.044006 ] [ 16.3262 29.522499 751.794006 ] [ 16.7279 26.277399 751.380981 ]
[-14.8019  40.7476 749.839 ] , [ -15.0273 40.6269 750.572021 ] [ -15.1013 41.4818 749.39801 ] [ -14.5568 40.4809 749.718994 ]
[ -4.48271  41.0297  750.806  ] , [ -4.06735 40.3652 749.882019 ] [ -4.5292 41.8647 751.030029 ] [ -4.42513 39.931 751.518982 ]
[-26.9679  67.9355 751.791 ] , [ -26.184799 67.4571 751.281982 ] [ -27.5137 68.328697 751.486023 ] [ -27.7855 68.121399 752.97998 ]
[ 37.1444 -52.4341 751.195 ] , [ 36.8685 -53.0816 751.27301 ] [ 36.440601 -51.873402 750.151001 ] [ 37.2257 -52.008999 751.276001 ]
[-14.4009 -38.9203 753.522 ] , [ -11.5147 -39.301399 752.224976 ] [ -14.1503 -40.271999 753.025024 ] [ -15.1385 -38.075298 753.203003 ]
[-14.7037 -45.5204 752.93  ] , [ -15.9841 -44.812099 753.174011 ] [ -15.257 -45.500702 752.158997 ] [ -16.0257 -45.687 752.90802 ]
[ -3.78751 -31.8256  750.452  ] , [ -4.12305 -31.3937 749.940979 ] [ -3.62738 -31.401899 750.872009 ] [ -3.33528 -32.231602 750.132996 ]
[ 22.281  -18.6818 750.044 ] , [ 22.364201 -19.194099 749.921021 ] [ 22.5257 -17.7731 748.999023 ] [ 22.6164 -18.549999 751.260986 ]
[-15.9849  24.2157 749.063 ] , [ -16.130899 23.8368 748.219971 ] [ -16.943501 24.001699 749.461975 ] [ -16.926399 25.442499 749.169983 ]
[ 14.2024  33.1232 751.517 ] , [ 14.5725 33.306999 752.799988 ] [ 14.4796 33.117901 751.39502 ] [ 14.066 33.698799 751.367004 ]
[ -4.56025  37.5345  753.792  ] , [ -4.88179 38.879299 755.073975 ] [ -4.07482 37.1427 754.81897 ] [ -4.11721 38.161701 752.856995 ]
[-15.1285  57.6454 750.472 ] , [ -14.9159 58.185299 749.828003 ] [ -15.9366 58.655399 750.755005 ] [ -14.8976 57.099098 750.804016 ]
[ 27.6602  59.4416 752.388 ] , [ 27.7125 59.931599 752.437012 ] [ 27.2339 59.179401 752.434021 ] [ 27.8241 60.293499 751.396973 ]
[ 11.8052  55.4393 752.878 ] , [ 10.2832 54.4044 751.612 ] [ 11.1371 54.4189 753.541016 ] [ 12.3452 55.992699 752.827026 ]
[ 29.7377  62.5123 749.692 ] , [ 29.4697 62.616901 748.689026 ] [ 30.5114 62.832699 750.140015 ] [ 29.032 62.185001 749.757019 ]
[ 32.4825  64.9219 750.287 ] , [ 32.293701 64.447701 750.528015 ] [ 32.361099 65.255402 749.650024 ] [ 32.934799 65.232697 750.452026 ]
[-31.6124  62.2362 748.254 ] , [ -31.0478 61.397999 748.775024 ] [ -33.691898 63.1063 748.607971 ] [ -32.991199 61.8652 747.830994 ]
[-36.5037  65.0485 748.974 ] , [ -35.6278 63.5378 749.005005 ] [ -36.869701 65.125702 749.577026 ] [ -37.3274 64.608902 748.770996 ]
[-35.6994  71.6459 755.185 ] , [ -37.036999 71.664803 755.84198 ] [ -35.457199 71.366997 755.291016 ] [ -35.7127 71.774399 753.843018 ]
[-36.7965  71.9147 753.058 ] , [ -34.7174 71.603203 752.987 ] [ -36.047199 71.997101 751.934021 ] [ -36.992901 72.165001 753.340027 ]
[  2.47452 -66.427   751.651  ] , [ 2.16238 -67.335197 750.348022 ] [ 3.79609 -66.157997 752.159973 ] [ 2.15213 -66.294601 751.88501 ]
[ 28.9298 -60.49   750.492 ] , [ 29.3409 -60.913502 750.758972 ] [ 29.0315 -60.676102 751.265015 ] [ 28.567499 -61.488899 750.713013 ]
[-5.39131e-01 -3.11579e+01  7.51772e+02] , [ 0.792966 -31.560801 752.687988 ] [ -0.138082 -31.3363 753.218994 ] [ -0.184908 -30.498199 752.062012 ]
[  2.69763 -32.8416  749.449  ] , [ 3.28249 -31.2425 752.507996 ] [ 2.63149 -29.968201 751.521973 ] [ 4.10129 -30.907499 752.104004 ]
[-13.1022 -34.8864 753.478 ] , [ -13.1796 -32.635502 754.208008 ] [ -13.599 -34.830601 753.208984 ] [ -12.0467 -37.756802 753.187012 ]
[-12.7987 -34.7411 750.128 ] , [ -12.813 -34.347401 749.156006 ] [ -13.0634 -35.084499 750.666016 ] [ -13.3539 -33.391701 750.760986 ]
[ 2.58067e-01 -3.02740e+01  7.50639e+02] , [ 0.649399 -30.013201 751.221985 ] [ -0.293598 -29.650299 751.255005 ] [ 0.459759 -27.9765 749.557007 ]
[ -3.59784 -29.6749  752.139  ] , [ -3.41849 -30.0909 752.598999 ] [ -4.24318 -29.5802 751.120972 ] [ -4.14786 -28.4065 751.844971 ]
[  6.95625 -31.9948  745.217  ] , [ 7.50056 -31.8571 745.297974 ] [ 6.13856 -32.245499 744.487 ] [ 7.13356 -32.158199 745.888977 ]
[  9.66658 -26.154   748.646  ] , [ 11.6856 -28.0268 748.713013 ] [ 11.1965 -27.3641 750.435974 ] [ 11.9273 -26.450001 749.333008 ]
[-21.8374 -15.9359 749.68  ] , [ -20.799801 -16.921801 748.88501 ] [ -20.710501 -17.6581 750.057007 ] [ -22.1381 -15.5044 749.838989 ]
[-21.152   12.9248 749.879 ] , [ -21.413401 12.9875 748.609985 ] [ -22.0984 12.1391 750.400024 ] [ -21.005501 13.063 749.861023 ]
[-19.2279  14.6823 746.974 ] , [ -19.351 14.5241 747.20697 ] [ -18.4646 15.0566 746.588989 ] [ -20.280001 14.0605 745.794006 ]
[-21.0843  13.0568 744.885 ] , [ -21.465099 13.1348 745.955017 ] [ -21.033001 13.1672 744.445007 ] [ -22.7372 11.5901 745.570984 ]
[-12.2488  55.3569 748.342 ] , [ -12.5543 55.230598 748.015991 ] [ -13.1989 55.706501 748.88501 ] [ -12.261 54.204201 749.273987 ]
[ 12.1419  57.7605 749.856 ] , [ 11.7258 57.442799 750.094971 ] [ 12.45 57.872299 750.578979 ] [ 12.2764 58.436298 749.526978 ]
[ 27.0374  59.7746 749.158 ] , [ 27.438299 60.338501 749.221008 ] [ 27.5047 59.7939 750.036011 ] [ 26.605801 59.866501 748.296021 ]
[ 19.3397 -65.9553 753.935 ] , [ 21.569099 -65.313499 753.575012 ] [ 18.281799 -64.6894 754.424988 ] [ 17.4447 -66.701897 751.461975 ]
[-14.7493 -64.3159 749.349 ] , [ -13.5355 -65.136803 749.245972 ] [ -15.6712 -64.612999 751.098022 ] [ -14.9619 -64.209999 749.260986 ]
[-11.1951 -65.2072 752.475 ] , [ -9.99741 -66.408203 751.926025 ] [ -9.90823 -65.216599 753.606018 ] [ -11.8083 -65.801598 752.778992 ]
[-20.2698 -56.0107 748.725 ] , [ -20.382999 -55.221802 748.062988 ] [ -19.332701 -56.476299 748.557983 ] [ -21.3685 -55.138901 749.333984 ]
[ 23.2738 -40.1283 748.363 ] , [ 21.9111 -39.792801 746.515015 ] [ 21.5478 -39.204201 747.926025 ] [ 21.083599 -38.2994 748.781006 ]
[ 21.9367 -38.3957 748.837 ] , [ 21.9111 -39.792801 746.515015 ] [ 21.083599 -38.2994 748.781006 ] [ 20.9254 -40.689701 750.260986 ]
[-12.7085 -36.7512 751.662 ] , [ -12.5762 -37.130901 751.312988 ] [ -12.3204 -37.486198 752.760986 ] [ -12.9894 -36.195999 752.039001 ]
[-13.8124 -39.5851 749.856 ] , [ -14.1287 -39.200802 749.388977 ] [ -13.2089 -40.283699 749.692993 ] [ -13.1702 -38.556301 749.83197 ]
[ -5.0012 -30.5059 749.234 ] , [ -4.12305 -31.3937 749.940979 ] [ -5.10577 -30.375601 748.927979 ] [ -4.41346 -30.1467 750.419006 ]
[-24.2082    9.14775 750.47   ] , [ -24.0373 9.19976 749.586975 ] [ -24.170601 8.78259 750.705017 ] [ -23.6562 10.1704 750.340027 ]
[-22.9129  11.4645 747.609 ] , [ -22.2969 12.161 748.539001 ] [ -23.1054 11.2848 746.661987 ] [ -23.411301 10.7752 747.703003 ]
[ 15.2688  16.8012 750.452 ] , [ 14.9756 16.4993 751.934998 ] [ 16.167601 16.277599 750.687988 ] [ 14.699 16.9669 749.742004 ]
[-16.2159  30.9365 748.286 ] , [ -16.568399 30.383301 746.942993 ] [ -16.6397 31.0688 748.677002 ] [ -16.635099 31.933399 748.150024 ]
[-13.1988  37.6228 748.397 ] , [ -12.7086 37.372002 748.492981 ] [ -13.6839 38.501099 748.965027 ] [ -12.5391 37.318001 747.065979 ]
[  0.946723  41.5032   748.303   ] , [ 0.352301 42.406898 749.531006 ] [ 0.593942 42.053299 747.489014 ] [ 0.316775 41.664799 748.302002 ]
[ 16.0171  40.1323 750.987 ] , [ 16.3389 40.541 750.710022 ] [ 15.818 39.556999 752.224976 ] [ 15.6847 39.592602 751.177002 ]
[ 15.3515  36.3231 750.659 ] , [ 15.4755 36.543301 751.153992 ] [ 14.9793 35.4319 751.088013 ] [ 14.4958 36.600498 750.245972 ]
[ 18.0851  47.7329 751.956 ] , [ 18.581499 46.7463 751.66803 ] [ 18.7386 47.911301 751.31897 ] [ 18.6731 47.879101 752.440002 ]
[-26.7503  57.3287 747.958 ] , [ -26.829201 57.094299 747.755981 ] [ -26.0474 56.8549 749.359009 ] [ -27.2187 57.413799 748.93103 ]
[-18.6964  62.7277 749.616 ] , [ -20.391001 63.373501 747.359009 ] [ -18.897699 62.415699 749.723999 ] [ -18.0481 61.561298 748.143005 ]
[-17.5046  60.2645 753.15  ] , [ -17.697901 60.305099 751.765015 ] [ -19.184401 60.463902 753.671997 ] [ -18.157 59.422401 753.213989 ]
[-15.9719  60.155  747.025 ] , [ -15.5858 59.510201 747.127014 ] [ -16.3277 59.792801 746.559021 ] [ -17.147699 60.835201 747.866028 ]
[-22.1346  64.2921 752.182 ] , [ -21.8291 64.330101 752.017029 ] [ -22.6618 64.850403 751.921997 ] [ -23.5235 65.136703 753.97998 ]
[-38.7892  68.8061 751.803 ] , [ -38.962002 66.335403 751.893005 ] [ -39.914101 66.3871 752.794006 ] [ -40.055901 66.6455 751.666992 ]
[ 37.5699  69.1988 748.905 ] , [ 37.768101 68.765404 748.33197 ] [ 37.692101 69.849197 748.999023 ] [ 36.9701 69.022697 749.585022 ]
[ 36.3967  72.8076 749.652 ] , [ 35.895901 72.411697 750.937988 ] [ 36.659698 73.151398 749.33197 ] [ 34.595501 72.552696 749.823975 ]
[ 32.2544  72.1131 748.002 ] , [ 30.622801 71.763298 747.044983 ] [ 31.1418 71.609398 748.880981 ] [ 33.050701 72.560204 747.804993 ]
[ -9.06092 -66.546   749.024  ] , [ -7.50215 -67.6427 748.713989 ] [ -9.2467 -67.234497 749.271973 ] [ -9.33173 -66.7118 747.81897 ]
[-19.8066 -51.4779 749.157 ] , [ -19.211399 -51.916 749.586975 ] [ -20.248501 -52.652599 749.856018 ] [ -18.813 -50.928001 750.098999 ]
[-18.0599 -47.905  750.331 ] , [ -17.539801 -49.170601 750.205017 ] [ -16.9897 -48.301498 751.02301 ] [ -16.8347 -48.171001 750.284973 ]
[-20.0445 -48.0118 753.241 ] , [ -20.0222 -48.697102 752.758972 ] [ -21.169001 -48.691898 753.447998 ] [ -19.8939 -47.3708 753.760986 ]
[-12.932  -36.6396 748.645 ] , [ -13.1265 -36.9627 749.16803 ] [ -12.8992 -36.502399 750.013 ] [ -12.9893 -36.196999 747.890015 ]
[ 24.5234   -3.73426 750.587  ] , [ 24.9573 -4.85192 749.492004 ] [ 24.300301 -3.61971 749.658997 ] [ 24.937201 -3.09157 750.809998 ]
[-23.6882    3.15382 750.883  ] , [ -21.9224 -0.128356 748.984985 ] [ -23.1022 1.98411 751.008972 ] [ -23.837601 3.85873 751.000977 ]
[  2.00121  42.081   752.099  ] , [ 2.83677 41.111198 753.323975 ] [ 2.48452 42.623199 752.25 ] [ 1.74814 41.0527 751.481995 ]
[ 17.1028  43.9301 751.353 ] , [ 17.070601 43.689899 751.953003 ] [ 16.374701 43.7145 750.75 ] [ 16.788799 44.926102 750.872009 ]
[-17.608   47.5642 749.066 ] , [ -17.880899 47.8022 748.55603 ] [ -17.931601 46.7743 748.765991 ] [ -18.431101 48.198601 749.710022 ]
[  6.90826  51.0607  749.319  ] , [ 7.00749 51.291 749.982971 ] [ 7.16557 53.0364 747.44397 ] [ 6.30664 50.945202 748.546021 ]
[  9.13333  53.3883  751.058  ] , [ 10.2832 54.4044 751.612 ] [ 8.695 53.363499 750.255981 ] [ 8.50294 52.386101 751.515015 ]
[ 34.9906  67.6014 748.121 ] , [ 34.9575 67.846703 747.174988 ] [ 35.4104 67.751602 747.909973 ] [ 35.193199 66.656197 748.112976 ]
[-17.1423 -61.068  746.909 ] , [ -16.9401 -60.9552 747.86499 ] [ -17.623501 -58.868301 747.286987 ] [ -16.218 -61.484402 747.382019 ]
[ 31.6653 -49.2419 749.46  ] , [ 31.5459 -49.8092 748.120972 ] [ 31.0739 -48.876801 748.536987 ] [ 31.854099 -48.915901 749.469971 ]
[ 20.7713   -3.86879 749.069  ] , [ 21.380699 -2.94298 749.286011 ] [ 20.7481 -4.29911 748.479004 ] [ 19.7654 -2.87772 749.388977 ]
[2.12991e+01 5.17971e-02 7.47980e+02] , [ 20.9464 -0.493104 748.5 ] [ 21.0128 -0.226224 747.237 ] [ 21.5326 0.321776 749.322021 ]
[-16.4783  15.0999 748.624 ] , [ -16.034201 15.7401 746.26001 ] [ -17.0116 15.6322 745.963989 ] [ -16.5306 15.0622 748.914001 ]
[-14.6796  15.8871 745.777 ] , [ -14.5105 16.045099 746.25 ] [ -14.7891 16.3622 744.724976 ] [ -15.3875 15.8622 745.047974 ]
[ -8.59302  47.2637  747.088  ] , [ -8.01072 46.5252 748.223022 ] [ -8.3118 46.8283 746.132019 ] [ -8.63248 47.649399 746.773987 ]
[ 20.3482  51.1546 751.973 ] , [ 20.304399 50.882999 752.219971 ] [ 20.206699 51.141701 751.484009 ] [ 21.1805 51.511101 753.372986 ]
[ 21.8489  54.3039 748.415 ] , [ 21.332199 54.7076 747.22699 ] [ 21.031 54.810398 748.588989 ] [ 20.5378 53.292999 747.30603 ]
[ 19.3694  51.3754 748.2   ] , [ 19.2225 51.872002 748.156006 ] [ 19.639099 51.2356 749.052002 ] [ 18.983101 50.605701 748.284973 ]
[  9.19594  55.521   748.224  ] , [ 9.95718 55.9338 749.039978 ] [ 9.49327 56.0672 747.70697 ] [ 8.43589 54.4272 748.151001 ]
[ 23.6172  67.799  748.329 ] , [ 24.1819 68.004097 749.30603 ] [ 23.7202 68.083504 747.687988 ] [ 21.248199 66.4589 748.440979 ]
[ 33.5304 -53.1314 748.165 ] , [ 34.699799 -53.857101 749.041992 ] [ 33.7528 -53.677399 748.117004 ] [ 33.512501 -53.065399 747.942017 ]
[ -3.7819 -32.8478 747.386 ] , [ -3.08039 -32.747601 747.21698 ] [ -4.52374 -31.944901 747.28302 ] [ -4.23949 -31.893 748.020996 ]
[ -6.76899 -28.567   747.939  ] , [ -7.54035 -28.7502 746.598022 ] [ -7.67069 -27.9778 746.981018 ] [ -5.68618 -28.6604 749.244019 ]
[ -4.97245 -27.1788  751.018  ] , [ -4.14786 -28.4065 751.844971 ] [ -5.35535 -27.2803 750.557007 ] [ -4.86478 -27.0434 751.218018 ]
[ 10.7156 -20.6586 749.241 ] , [ 9.14248 -21.919701 750.13501 ] [ 9.63979 -20.2178 748.877014 ] [ 10.5404 -18.8001 749.434021 ]
[ 13.712  -17.1809 747.66  ] , [ 12.9921 -16.8314 748.913025 ] [ 14.1985 -16.887699 747.606995 ] [ 13.3322 -18.084999 748.317017 ]
[ 14.6499 -22.0732 746.811 ] , [ 14.697 -22.1609 745.767029 ] [ 13.6087 -23.759001 746.195984 ] [ 13.9897 -21.84 746.494019 ]
[-17.3202 -21.8411 751.235 ] , [ -18.027901 -20.7391 751.700989 ] [ -17.312201 -22.136999 750.119995 ] [ -17.3151 -22.273199 751.085999 ]
[ 25.0735   -9.21546 752.978  ] , [ 25.465099 -9.3209 753.143982 ] [ 25.479099 -9.83369 752.28302 ] [ 25.7262 -7.92263 752.919983 ]
[ 14.9759  25.2186 747.666 ] , [ 14.8763 24.8806 748.416016 ] [ 14.1058 24.9541 747.861023 ] [ 14.5339 26.3353 748.400024 ]
[-13.7202  33.6186 745.987 ] , [ -14.3784 33.680901 747.127014 ] [ -12.7067 34.310299 747.551025 ] [ -13.3978 32.777401 745.265015 ]
[  3.5885  46.1294 749.111 ] , [ 2.66044 45.2271 747.807007 ] [ 3.29048 45.920799 749.927002 ] [ 3.71157 46.653 748.492981 ]
[  3.55392  46.3541  752.278  ] , [ 4.36493 47.089298 752.125977 ] [ 3.38241 45.996399 751.023987 ] [ 3.34526 46.301201 752.767029 ]
[  4.51861  47.7568  750.329  ] , [ 4.6712 47.666698 750.127014 ] [ 3.38241 45.996399 751.023987 ] [ 4.989 47.900902 751.223022 ]
[-21.9399  53.1843 748.18  ] , [ -22.1099 51.9436 748.729004 ] [ -22.6488 53.402802 748.828979 ] [ -22.9102 52.744202 747.890015 ]
[ 15.5441  62.3557 748.504 ] , [ 15.204 62.265301 748.231018 ] [ 16.2803 62.781502 749.53302 ] [ 16.499001 63.143398 748.778015 ]
[ 32.1011  65.916  747.29  ] , [ 32.241901 65.784599 746.952026 ] [ 31.8967 65.393097 748.315002 ] [ 31.8962 65.9702 745.651001 ]
[-23.6257  65.8347 748.985 ] , [ -25.155001 66.865097 750.353027 ] [ -23.437799 65.691002 748.86499 ] [ -24.351 66.401398 747.89801 ]
[ 27.2615  69.3945 749.965 ] , [ 27.874201 69.710602 750.554016 ] [ 25.9282 69.040604 749.276978 ] [ 26.5492 69.073898 750.414001 ]
[-6.95146e-01 -6.72717e+01  7.50372e+02] , [ 2.16238 -67.335197 750.348022 ] [ -1.10226 -66.937599 750.697998 ] [ -2.19057 -67.971298 749.424988 ]
[  3.66258 -68.431   748.906  ] , [ 3.09075 -69.0961 747.856018 ] [ 6.36983 -68.655899 748.421997 ] [ 3.13374 -68.118401 749.195007 ]
[ 25.8783 -63.563  748.257 ] , [ 27.1961 -64.158699 747.848999 ] [ 26.013 -63.661098 749.012024 ] [ 25.2132 -64.053001 748.711975 ]
[-11.9675 -34.5972 746.761 ] , [ -12.2492 -35.671398 745.731018 ] [ -12.8083 -34.548801 747.348022 ] [ -12.5459 -33.4496 746.570007 ]
[-11.981  -32.2104 748.475 ] , [ -13.1531 -32.679901 748.127991 ] [ -13.0224 -33.2864 749.247986 ] [ -13.8785 -31.127501 749.369019 ]
[ 9.13233e-02 -2.73048e+01  7.48352e+02] , [ -0.325476 -27.0644 748.53302 ] [ 0.754138 -26.812599 748.106995 ] [ 0.459759 -27.9765 749.557007 ]
[-14.2114 -29.9342 750.883 ] , [ -14.4197 -30.1516 750.664978 ] [ -14.4994 -31.1835 751.94397 ] [ -14.886 -28.882 751.127014 ]
[ -9.17486 -25.9519  747.7    ] , [ -8.54165 -26.549801 746.981018 ] [ -9.32729 -24.879801 747.159973 ] [ -8.50635 -25.158701 747.638 ]
[ -7.41238 -23.5403  749.971  ] , [ -6.7498 -24.313601 749.70697 ] [ -7.01385 -22.3985 749.856018 ] [ -6.53476 -22.9965 750.093994 ]
[ 12.7847 -10.6071 747.561 ] , [ 12.4148 -10.6543 747.960022 ] [ 12.2018 -10.7948 747.140015 ] [ 12.6048 -9.66287 747.991028 ]
[ 15.6597 -13.3256 746.96  ] , [ 15.6202 -13.0733 746.794006 ] [ 16.319 -14.4678 746.059998 ] [ 15.0634 -13.7493 747.432007 ]
[ 10.6261 -14.0362 746.473 ] , [ 10.752 -13.6125 745.254028 ] [ 11.7287 -14.3574 747.348022 ] [ 10.6057 -15.6217 746.096008 ]
[ 23.4474   -8.95917 748.885  ] , [ 23.4737 -9.72369 746.898987 ] [ 23.981701 -8.38561 747.583984 ] [ 24.920401 -8.01019 748.64502 ]
[ 16.2282   -5.32759 746.557  ] , [ 16.069799 -3.36797 746.434998 ] [ 15.0699 -3.85277 745.731018 ] [ 16.0693 -3.68728 745.775024 ]
[ 12.5915   -5.88338 744.03   ] , [ 12.3771 -5.26973 743.848999 ] [ 12.6033 -7.03812 745.453003 ] [ 12.1457 -4.88283 741.866028 ]
[ 15.3857   -4.49193 744.74   ] , [ 16.734301 -3.22481 743.18103 ] [ 16.0693 -3.68728 745.775024 ] [ 14.6396 -3.69042 744.379028 ]
[ 13.1952   -4.08206 742.813  ] , [ 12.449 -4.18152 742.549988 ] [ 12.9361 -3.64718 742.577026 ] [ 12.9826 -3.76106 744.887024 ]
[ 18.957    -3.23276 747.749  ] , [ 18.1626 -2.88683 747.094971 ] [ 19.264601 -2.3291 748.208008 ] [ 18.592199 -2.93699 748.487 ]
[ 18.2308   -2.66107 745.946  ] , [ 18.975 -2.48502 747.093994 ] [ 18.243601 -2.86074 746.35498 ] [ 17.741501 -3.00511 744.312988 ]
[ 17.7486   -2.87861 743.869  ] , [ 17.0837 -2.86587 741.83197 ] [ 18.7945 -2.2866 743.888 ] [ 17.741501 -3.00511 744.312988 ]
[ 24.6054    7.94326 751.449  ] , [ 24.8367 7.82581 752.317017 ] [ 24.526699 7.28024 750.56897 ] [ 24.6005 8.48725 750.588013 ]
[ 22.8456  12.1772 748.488 ] , [ 23.406799 12.1257 749.622009 ] [ 22.878099 12.0579 747.390015 ] [ 22.461901 13.5356 749.927979 ]
[-17.5729  15.9305 744.296 ] , [ -18.2248 16.1332 742.731018 ] [ -17.9839 15.6498 744.763 ] [ -16.7101 16.5063 743.549011 ]
[-14.5845  21.5495 746.659 ] , [ -14.1996 21.6891 745.94397 ] [ -15.0309 21.379601 746.54303 ] [ -14.8618 23.4788 746.870972 ]
[ 15.6379  29.0484 747.543 ] , [ 15.0306 27.717501 748.52002 ] [ 15.6131 29.0755 747.450012 ] [ 15.8001 29.2484 748.653015 ]
